added,added_by_status.beaten,added_by_status.dropped,added_by_status.owned,added_by_status.playing,added_by_status.toplay,added_by_status.yet,community_rating,id,metacritic,playtime,rating,rating_top,ratings_count,released,reviews_count,reviews_text_count,slug,suggestions_count,tba,exceptional,meh,recommended,skip,Action,Adventure,Arcade,Casual,Indie,Platformer,RPG,Shooter,Simulation,Strategy,action,adventure,arcade,board-games,card,casual,educational,family,fighting,indie,massively-multiplayer,platformer,puzzle,racing,role-playing-games-rpg,shooter,simulation,sports,strategy
210,30.0,8.0,145,3.0,5.0,19.0,-1.0,3188,-1.0,10,3.5,4,41,2014-09-25,42,0,danganronpa-another-episode-ultra-despair-girls,383,False,5,8,23,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,34.0,13.0,304,10.0,3.0,16.0,-1.0,45381,-1.0,5,3.88,4,63,2017-09-21,64,1,mirror,303,False,13,9,38,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.0,0.0,10,0.0,2.0,0.0,0.0,11240,-1.0,56,0.0,0,2,2017-07-24,2,0,the-letter-horror-visual-novel,472,False,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0,0.0,2,0.0,1.0,1.0,0.0,12324,-1.0,0,0.0,0,0,2017-02-07,0,0,soulset,398,False,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4.0,0.0,44,0.0,1.0,2.0,-1.0,16606,-1.0,5,0.0,4,5,2015-11-05,5,0,g-senjou-no-maou-the-devil-on-g-string,370,False,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,3.0,2.0,104,2.0,4.0,7.0,-1.0,2134,-1.0,0,3.67,4,15,2015-11-05,15,0,fairy-fencer-f-advent-dark-force,477,False,4,0,8,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,112.0,36.0,587,38.0,63.0,51.0,-1.0,13404,-1.0,5,4.33,5,186,2014-03-11,189,3,va-11-hall-a,273,False,105,15,60,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,9.0,8.0,504,2.0,5.0,32.0,-1.0,16295,55.0,3,3.27,3,26,2014-05-14,26,0,dreadout,425,False,2,12,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,6.0,1.0,149,0.0,1.0,6.0,-1.0,10561,-1.0,1,2.67,3,6,2016-06-14,6,0,elisa-the-innkeeper-prequel,277,False,0,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1.0,1.0,88,1.0,271.0,42.0,-1.0,303576,-1.0,0,4.29,4,7,2020-03-30,7,0,vampire-the-masquerade-bloodlines-2,591,True,2,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,211.0,61.0,1290,21.0,48.0,79.0,-1.0,4206,79.0,4,4.02,4,303,2010-10-19,306,2,vanquish,650,False,97,47,147,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,37.0,10.0,181,6.0,31.0,36.0,-1.0,4234,-1.0,4,4.24,4,69,2012-03-22,71,2,devil-may-cry-hd-collection,586,False,27,7,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,75.0,99.0,1349,12.0,34.0,119.0,-1.0,10090,75.0,4,3.75,4,260,2016-11-08,261,1,beholder,357,False,38,45,159,19,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.0,0.0,32,0.0,0.0,2.0,0.0,14762,-1.0,4,0.0,0,0,2016-11-17,0,0,magi-trials,431,False,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,6.0,8.0,57,3.0,32.0,9.0,-1.0,233858,-1.0,4,3.73,4,22,2019-02-08,22,0,god-eater-3,684,False,3,6,12,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,29.0,52.0,787,14.0,14.0,77.0,-1.0,47,73.0,4,3.0,3,96,2017-03-31,97,1,yooka-laylee,467,False,3,49,28,17,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,95.0,34.0,840,12.0,21.0,65.0,-1.0,490,74.0,4,3.55,4,140,2016-08-30,141,1,the-turing-test,268,False,12,34,81,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,5.0,0.0,339,1.0,4.0,21.0,-1.0,17039,-1.0,4,3.65,4,17,2013-01-30,17,0,cognition-an-erica-reed-thriller,523,False,3,6,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,442.0,80.0,2036,38.0,96.0,148.0,-1.0,6617,66.0,7,3.94,4,614,2016-04-05,618,4,quantum-break,507,False,161,105,320,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,30.0,8.0,145,3.0,5.0,19.0,-1.0,3188,-1.0,10,3.5,4,41,2014-09-25,42,0,danganronpa-another-episode-ultra-despair-girls,383,False,5,8,23,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,34.0,13.0,304,10.0,3.0,16.0,-1.0,45381,-1.0,5,3.88,4,63,2017-09-21,64,1,mirror,303,False,13,9,38,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.0,0.0,10,0.0,2.0,0.0,0.0,11240,-1.0,56,0.0,0,2,2017-07-24,2,0,the-letter-horror-visual-novel,472,False,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0,0.0,2,0.0,1.0,1.0,0.0,12324,-1.0,0,0.0,0,0,2017-02-07,0,0,soulset,398,False,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4.0,0.0,44,0.0,1.0,2.0,-1.0,16606,-1.0,5,0.0,4,5,2015-11-05,5,0,g-senjou-no-maou-the-devil-on-g-string,370,False,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,3.0,2.0,104,2.0,4.0,7.0,-1.0,2134,-1.0,0,3.67,4,15,2015-11-05,15,0,fairy-fencer-f-advent-dark-force,477,False,4,0,8,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,112.0,36.0,587,38.0,63.0,51.0,-1.0,13404,-1.0,5,4.33,5,186,2014-03-11,189,3,va-11-hall-a,273,False,105,15,60,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,9.0,8.0,504,2.0,5.0,32.0,-1.0,16295,55.0,3,3.27,3,26,2014-05-14,26,0,dreadout,425,False,2,12,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,6.0,1.0,149,0.0,1.0,6.0,-1.0,10561,-1.0,1,2.67,3,6,2016-06-14,6,0,elisa-the-innkeeper-prequel,277,False,0,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1.0,1.0,88,1.0,271.0,42.0,-1.0,303576,-1.0,0,4.29,4,7,2020-03-30,7,0,vampire-the-masquerade-bloodlines-2,591,True,2,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,211.0,61.0,1290,21.0,48.0,79.0,-1.0,4206,79.0,4,4.02,4,303,2010-10-19,306,2,vanquish,650,False,97,47,147,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,37.0,10.0,181,6.0,31.0,36.0,-1.0,4234,-1.0,4,4.24,4,69,2012-03-22,71,2,devil-may-cry-hd-collection,586,False,27,7,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,75.0,99.0,1349,12.0,34.0,119.0,-1.0,10090,75.0,4,3.75,4,260,2016-11-08,261,1,beholder,357,False,38,45,159,19,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.0,0.0,32,0.0,0.0,2.0,0.0,14762,-1.0,4,0.0,0,0,2016-11-17,0,0,magi-trials,431,False,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,6.0,8.0,57,3.0,32.0,9.0,-1.0,233858,-1.0,4,3.73,4,22,2019-02-08,22,0,god-eater-3,684,False,3,6,12,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,29.0,52.0,787,14.0,14.0,77.0,-1.0,47,73.0,4,3.0,3,96,2017-03-31,97,1,yooka-laylee,467,False,3,49,28,17,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,95.0,34.0,840,12.0,21.0,65.0,-1.0,490,74.0,4,3.55,4,140,2016-08-30,141,1,the-turing-test,268,False,12,34,81,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,5.0,0.0,339,1.0,4.0,21.0,-1.0,17039,-1.0,4,3.65,4,17,2013-01-30,17,0,cognition-an-erica-reed-thriller,523,False,3,6,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,442.0,80.0,2036,38.0,96.0,148.0,-1.0,6617,66.0,7,3.94,4,614,2016-04-05,618,4,quantum-break,507,False,161,105,320,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4.0,0.0,17.0,1.0,1.0,1.0,-1.0,64170,-1.0,4,0.0,4,5,2018-05-22,5,0,scalak,60,False,0,2,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1.0,1.0,15.0,1.0,2.0,0.0,0.0,8697,-1.0,1,0.0,0,3,2017-02-02,3,0,causality,173,False,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
